Lable,Tweet
positive,MADTOWN Daewon as Unit B White Team leader teaching choreo at The Unit makes me feel soft ㅠㅠ pls give him lots of love 💕💕💕 #Madtown #Daewon #대원 #더유닛 #TheUnit #MAS https://t.co/XGddmzYdmm
neutral,A year ago #REMAIN was born :') #크나큰 #KNK #MIXNINE #믹스나인 https://t.co/CthHbWr8b7
positive,#KNK #크나큰 #희준 #HEEJUN #MIXNINE #MIX9 #믹스나인 Eng subs HEEJUN's PR movie I have no confidence to translate this time lol especially his charming points and aegyo part(almost everything lol)... but he said LIKE A PUPPY(cute way to call DOG) definitely https://t.co/hBBgYDJHex https://t.co/pYBzXvNB2s
positive,[TRANS] 171117 Madtown's Daewon (madtown_dw) Instagram update: 2017/11/17 #TheUnit #TicketMonster #Vote #Madtown #Daewon #LeeGun I'll be thankful if you cheer and vote for us! (Once a day!) https://t.co/RvnRkwFpO2 More pictures on link. https://t.co/pWWtBYlfnC
neutral,[PIC] Running Man Ep. 377 Preview (4) Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/lQzZCBafSu
negative,[VID. CUT] The UNIT Red Team arrived and danced My Turn at Music Bank arrival Credit: KBS News English Link: https://t.co/HxDTZjSWxT #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/aBM8fny363
negative,171015&lt;youR presenT&gt;in Macau &lt;Something&gt; Yunho focus #ユンホ #Yunho YUNHO from 東方神起 Burning Down #유노윤호 #ユノ #東方神起 #drop #meloholic https://t.co/42E0HtEXmB
neutral,Lee Byounggon's fansite updates 😍 I wasn't prepared for this 😭💙 My Kuroko looks so beautiful✨💕 #ygtrainees #mixnine #leebyounggon https://t.co/bZ7pTmrp1G
negative,sarada : "knk??" choi hyunsuk : "they're so tall :(" IT'S OKAY BBY YOU'RE STILL GROWING 😭❤ #MIXNINE #YGTRAINEE https://t.co/6Yvj8vOBju
positive,[IG] 171116 kkkhj__ (Go Hojung) instagram update with Ji Hansol "big eyes Sol-ah" https://t.co/LnUUoVTAnM #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/GwiE0Fwslc
negative,[VID. CUT] The UNIT Red Team arrived and danced My Turn at Music Bank arrival Credit: KBS News English Link: https://t.co/HxDTZjSWxT #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/aBM8fny363
neutral,[PIC] Running Man Ep. 377 Preview Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/qE0xJht04Z
positive,[IG] 171116 kkkhj__ (Go Hojung) instagram update with Ji Hansol "big eyes Sol-ah" https://t.co/LnUUoVTAnM #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/GwiE0Fwslc
neutral,[PIC] Running Man Ep. 377 Preview Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/qE0xJht04Z
positive,so when is choi hayoung winning mixnine* *getting 5th place after dreamcatcher
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
positive,WATCH: #ParkJimin Sings "Say I Love You" For "#MeloHolic" OST https://t.co/lZd7myzxgd https://t.co/P4VadgttaM
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
positive,#KNK #크나큰 #희준 #HEEJUN #MIXNINE #MIX9 #믹스나인 Eng subs HEEJUN's PR movie I have no confidence to translate this time lol especially his charming points and aegyo part(almost everything lol)... but he said LIKE A PUPPY(cute way to call DOG) definitely https://t.co/hBBgYDJHex https://t.co/pYBzXvNB2s
neutral,Lee Byounggon's fansite updates 😍 I wasn't prepared for this 😭💙 My Kuroko looks so beautiful✨💕 #ygtrainees #mixnine #leebyounggon https://t.co/bZ7pTmrp1G
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
positive,#KNK #크나큰 #희준 #HEEJUN #MIXNINE #MIX9 #믹스나인 Eng subs HEEJUN's PR movie I have no confidence to translate this time lol especially his charming points and aegyo part(almost everything lol)... but he said LIKE A PUPPY(cute way to call DOG) definitely https://t.co/hBBgYDJHex https://t.co/pYBzXvNB2s
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
neutral,[PIC] Running Man Ep. 377 Preview (3) Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/2nMVnFFird
positive,[VOTE/#MIXNINE] Fandoms Unite! We've teamed up with @KNK_Fanbase to vote for #Dreamcatcher &amp; #KNK members on MIXNINE! Let's do this! ♥ #크나큰 #드림캐쳐 #믹스나인 #김민지 #김유현 #이시연 #이유빈 #박승준 #정인성 #오희준 #투표 #믹스나인 https://t.co/wzWuuDERt0
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
neutral,[MIXNINE] 171114 MillionMarket posted Taewoon performing his song “Focus” for his audition in front of YG https://t.co/9pUaxNJQNO https://t.co/hx2Io54NPI
negative,They have to make groups of 9 and Bjoo basically said that it was crual because because people of high ranks will ghoose each other #theunit #더유닛 #bjoo #비주 #toppdogg #탑독 https://t.co/Jw7NIk23tg
neutral,my mans is thriving and im so here for it #NewProfilePic #TheUnit #지한솔 #JiHansol https://t.co/95b5Qv9BL7
neutral,MIXNINE Facebook official updates of BTS photos in 'One Day' Mission #MIXNINE #믹스나인 https://t.co/suWhFvGAzY
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
neutral,1711116 Lee Suji updated on Instagram: #กระต่าย 🐰🐰 #เยบินออนนี่ #ดีจังเลยค่ะ #LeeSuji #TheArk #Yebin #DIA #TheUnit https://t.co/cgmsY5kbQN
negative,Seven O’clock’s Song Hangyeom (Aday) was originally #1 rank &amp; the possible center. #MIXNINE #MIX9 #믹스나인 #JTBC https://t.co/peGAyaPtMf
positive,[TRANS] 171117 Madtown's Daewon (madtown_dw) Instagram update: 2017/11/17 #TheUnit #TicketMonster #Vote #Madtown #Daewon #LeeGun I'll be thankful if you cheer and vote for us! (Once a day!) https://t.co/RvnRkwFpO2 More pictures on link. https://t.co/pWWtBYlfnC
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
positive,Varsity's Manny performed Mino-Fear (feat. Taeyang) for his audition ♥️ *For those who do not know Manny is the first known Muslim Kpop idol #MIXNINE #MIX9 #믹스나인 #JTBC https://t.co/Ie1e6hcGRO
neutral,The 2 Center Groups Of "#TheUnit" To Perform On "Music Bank" This Week https://t.co/SlMMjfK3CD https://t.co/Hlob9SJgRx
positive,#KNK #크나큰 #희준 #HEEJUN #MIXNINE #MIX9 #믹스나인 Eng subs HEEJUN's PR movie I have no confidence to translate this time lol especially his charming points and aegyo part(almost everything lol)... but he said LIKE A PUPPY(cute way to call DOG) definitely https://t.co/hBBgYDJHex https://t.co/pYBzXvNB2s
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
positive,#KNK #크나큰 #희준 #HEEJUN #MIXNINE #MIX9 #믹스나인 Eng subs HEEJUN's PR movie I have no confidence to translate this time lol especially his charming points and aegyo part(almost everything lol)... but he said LIKE A PUPPY(cute way to call DOG) definitely https://t.co/hBBgYDJHex https://t.co/pYBzXvNB2s
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
neutral,[PIC] Running Man Ep. 377 Preview Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/qE0xJht04Z
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,runningman is a stressreliever. my one and only moodbooster every week. 런닝맨ㅅㅂㅅ
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
positive,Right now I want to be a CAT.... Rooney to be exact... i also want a kiss from Daniel... Im so jealous right now... #KangDaniel #WannaoneDaniel #KingDaniel #Goddaniel #WannaoneGo #Wannable #Peach
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,[MIXNINE] 171114 MillionMarket posted Taewoon performing his song “Focus” for his audition in front of YG https://t.co/9pUaxNJQNO https://t.co/hx2Io54NPI
neutral,{Eng Trans} BOYFRIEND Donghyun The Unit Profile #Boyfriend #Donghyun #TheUnit #보이프렌드 #동현 #더유닛 https://t.co/pDwUSiVYxj
neutral,Thailand #TheUnit https://t.co/fhvUzDvo0F
positive,When donghyun wants to say "i'm your boyfriend" then he remembers that he's in a different group😂😂 #보이프렌드 #theunit #redteam #donghyun https://t.co/f4GBcNBcpd
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,FIGHTING ORANGE TEAM 🌸 Always Support you @chae_jin1226 @kkangxx9449 #TheUnit #MYNAME https://t.co/G8vYPlwp52
negative,171015&lt;youR presenT&gt;in Macau &lt;Something&gt; Yunho focus #ユンホ #Yunho YUNHO from 東方神起 Burning Down #유노윤호 #ユノ #東方神起 #drop #meloholic https://t.co/42E0HtEXmB
neutral,[PIC] Running Man Ep. 377 Preview (6) Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/TuD1buaM2S
neutral,[OFFICIAL] Red team My Turn practice video cr: TheUNIT_KBS2017 #JiHansol #TheUnit #Hansol #한솔 #지한솔 #더유닛 https://t.co/aaK2tL3byi
neutral,[MIXNINE] 171114 MillionMarket posted Taewoon performing his song “Focus” for his audition in front of YG https://t.co/9pUaxNJQNO https://t.co/hx2Io54NPI
neutral,The slogan for Ji Hansol at Music Bank today from @Heart_Soul_1121 😆😆 cr: moon_rks #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/aYI5LuLlZe
negative,Rui's audition! 🔥 Song: Temple - Baauer ft M.I.A and GD #MIXNINE https://t.co/xWBXzP2vXT
positive,#KNK #크나큰 #희준 #HEEJUN #MIXNINE #MIX9 #믹스나인 Eng subs HEEJUN's PR movie I have no confidence to translate this time lol especially his charming points and aegyo part(almost everything lol)... but he said LIKE A PUPPY(cute way to call DOG) definitely https://t.co/hBBgYDJHex https://t.co/pYBzXvNB2s
negative,Marco opened his jacket to show his all pass as expected of this walking meme #더유닛 #THEUNIT https://t.co/hcLxaFFNPJ
positive,ryujin was replaced by polaris trainee choi hayoung TT it's okay bb we're already proud of you! ㅡ #ryujin #mixnine #믹스나인 #신류진 https://t.co/bhr7zRDXWo
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
positive,Sejeong my gurl is really going out there to join YJS line. #RunningMan https://t.co/uURhn5mqfh
neutral,[PIC] Running Man Ep. 377 Preview Guests: #gugudan Kim Sejeong Actress Ko SungHee Comedian Kim Jimin Actress Im Semi Theme: Return of the Heiress Race #RUNNINGMAN https://t.co/qE0xJht04Z
neutral,[CAPS] 171117 The Unit male red team at music bank #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/c0KM1JGicH
negative,[THE UNIT] Green Team "My Turn" dance practice video has been released! Check out our A-JAX Seungjin and Joonghee 💜💚 @Ajax_SJ94 @Ajax_JH95 #에이젝스 #승진 #중희 #더유닛 # A_JAX #TheUNIT #GreenTeam https://t.co/3p5B8bAMAl
neutral,[VOTE] #MIXNINE Voting Collaboration! #Tinkerbells! Let's vote for #KNK and #Dreamcatcher's Members on Mixnine's Voting! Let's support each other~!💕 #크나큰 #드림캐쳐 #믹스나인 #김민지 #김유현 #이시연 #이유빈 #박승준 #정인성 #오희준 #투표 https://t.co/cCIBWXEqhO
negative,[Live Broadcast] 171117 KBS2 Music Bank 17.00KST(15.00น.) Link Stream👉🏻 https://t.co/1IozAB6Buq 👉🏻https://t.co/QwGPJuLfSs #TheUnit #MELODYDAY #멜로디데이 https://t.co/q9duZg22Jr
neutral,[OFFICIAL] Red team My Turn practice video cr: TheUNIT_KBS2017 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/hUeVsX0S9h
neutral,171116 © The Unit official naver update #더유닛 #JiHansol #지한솔 #TheUnit https://t.co/0WabgRLajB
positive,#Sejeong will be on #RunningMan . 😄Jihyo is wearing the same dress that Sedong wore for #Chococo MV. Is Jihyo going to re-enact Sejeong's super saiyan scene? 🤪 #구구단 #gugudan #gu9udan #런닝맨 #김세정 #세정 #Act3_Chococo_Factory #초코코🍫 #KimSejeong #SongJiHyo #송지효 #지효 https://t.co/e1g2bAzYgc
neutral,The 2 Center Groups Of "#TheUnit" To Perform On "Music Bank" This Week https://t.co/SlMMjfK3CD https://t.co/Hlob9SJgRx
neutral,“Team Red fighting!!” (via Instagram) #더유닛 #JiHansol #지한솔 #TheUnit https://t.co/8aYwXqXydK
neutral,24K covers AS IF IT'S YOUR LAST by BLACKPINK --- @MixNineYG --- Tag 3 friends #BLACKPINK #24K #MIXNINE https://t.co/VfK9etqqE2
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,[CAPS] 171117 The Unit male red team at music bank #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/c0KM1JGicH
negative,[Live Broadcast] 171117 KBS2 Music Bank 17.00KST(15.00น.) Link Stream👉🏻 https://t.co/1IozAB6Buq 👉🏻https://t.co/QwGPJuLfSs #TheUnit #MELODYDAY #멜로디데이 https://t.co/q9duZg22Jr
negative,#joonkyu #mixnine no make up vs make up YGStylish sometimes grget worst lol https://t.co/2SLLgxlmHh
neutral,[PIC] 171116 MIXNINE 3rd audition day facebook update https://t.co/xY8uqzdVz3 #드림캐쳐 https://t.co/pxaoQKRg79
neutral,red team keeps on pushing jisol to lead the dance to my turn and he ended up dancing alone they're cheering for him aw so cute 😂😍 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/JCgSoKu3hH
neutral,[PRESS PICS] 171117 Ji Hansol at KBS Music Bank #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/pP4ERMW7jm
neutral,MIX9 released short pr videos of the contestants who passed the 1st audition. Looks like they recorded them during Just Dance's practice. note: the number on their nametag isn't the ranking at the showcase it's a temporary midtraining ranking #MIXNINE
negative,PR video - Xiheon (MyTeen) Wow at somepoint he ranked #28 but at the showcase he was #2! He must've worked really hard!!! :0 #MIXNINE https://t.co/8VjDUC6nS4
neutral,[PRESS PICS] 171117 Ji Hansol at KBS Music Bank #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/pP4ERMW7jm
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,[OFFICIAL] Red team My Turn practice video cr: TheUNIT_KBS2017 #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/hUeVsX0S9h
neutral,171117 The Unit male red team at Music Bank Source: https://t.co/9MwDyd4GJG #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/phrKdjSCk5
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,[MIXNINE] 171114 MillionMarket posted Taewoon performing his song “Focus” for his audition in front of YG https://t.co/9pUaxNJQNO https://t.co/hx2Io54NPI
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,the visuals! #지한솔 #한솔 #더유닛 #JiHansol #TheUnit https://t.co/EmwsoWwfMD
positive,#Sejeong will be on #RunningMan . 😄Jihyo is wearing the same dress that Sedong wore for #Chococo MV. Is Jihyo going to re-enact Sejeong's super saiyan scene? 🤪 #구구단 #gugudan #gu9udan #런닝맨 #김세정 #세정 #Act3_Chococo_Factory #초코코🍫 #KimSejeong #SongJiHyo #송지효 #지효 https://t.co/e1g2bAzYgc
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,#TheUnit #더유닛 Red Team's #JiHansol #지한솔 a Dance God Dance King 🔗 https://t.co/I46lE0jZfv https://t.co/rBKdmt4T6u
neutral,[CUT] Ji Hansol danced My Turn at Music Bank arrival cr: kbs news english (youtube) #JiHansol #TheUnit #지한솔 #더유닛 https://t.co/p3HE797wGP
neutral,Im watching mixnine and this guy already caught my attention. https://t.co/kWYkWDGKyn
positive,#KNK #크나큰 #희준 #HEEJUN #MIXNINE #MIX9 #믹스나인 Eng subs HEEJUN's PR movie I have no confidence to translate this time lol especially his charming points and aegyo part(almost everything lol)... but he said LIKE A PUPPY(cute way to call DOG) definitely https://t.co/hBBgYDJHex https://t.co/pYBzXvNB2s
